customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_cell,Segment
467,88,9,1260.82,3,4,3,34,忠诚(Loyal)
468,318,3,586.95,1,2,2,12,流失客户(Hibernating)
469,53,7,1457.1200000000001,4,3,3,43,忠诚(Loyal)
470,64,10,3439.69,3,4,4,34,忠诚(Loyal)
471,1,25,15550.35,5,5,5,55,冠军(Champions)
472,60,9,3074.2799999999997,3,4,4,34,忠诚(Loyal)
473,388,3,430.49,1,2,2,12,流失客户(Hibernating)
474,44,12,3138.66,4,4,4,44,冠军(Champions)
475,64,9,1561.13,3,4,3,34,忠诚(Loyal)
476,12,11,2999.52,4,4,4,44,冠军(Champions)
477,152,3,308.7,2,2,2,22,流失客户(Hibernating)
478,70,9,1337.36,3,4,3,34,忠诚(Loyal)
479,76,12,3126.25,3,4,4,34,忠诚(Loyal)
480,206,3,329.03999999999996,2,2,2,22,流失客户(Hibernating)
481,82,8,685.11,3,3,3,33,忠诚(Loyal)
482,45,13,2572.05,4,4,4,44,冠军(Champions)
483,103,7,1412.66,3,3,3,33,忠诚(Loyal)
484,247,1,152.56,1,1,1,11,流失客户(Hibernating)
485,118,3,333.75,2,2,2,22,流失客户(Hibernating)
486,37,15,3241.21,4,5,4,45,冠军(Champions)
487,167,4,251.57,2,2,2,22,流失客户(Hibernating)
488,336,3,292.39,1,2,2,12,流失客户(Hibernating)
489,285,3,175.46,1,2,1,12,流失客户(Hibernating)
490,219,2,238.68,2,1,1,21,流失客户(Hibernating)
491,257,4,233.49,1,2,1,12,流失客户(Hibernating)
492,67,8,2042.51,3,3,4,33,忠诚(Loyal)
493,1,23,21045.78,5,5,5,55,冠军(Champions)
494,136,4,165.85999999999999,2,2,1,22,流失客户(Hibernating)
495,192,2,374.34999999999997,2,1,2,21,流失客户(Hibernating)
496,1,25,19259.22,5,5,5,55,冠军(Champions)
497,1,8,993.06,5,3,3,53,忠诚(Loyal)
498,341,1,36.68,1,1,1,11,流失客户(Hibernating)
499,1,17,17760.29,5,5,5,55,冠军(Champions)
500,288,2,226.70999999999998,1,1,1,11,流失客户(Hibernating)
