customer_id,Recency,Frequency,Monetary,Cluster,PC1,PC2
434,259,1,9.2,2,-1.8435121717043659,0.5067948103923922
435,228,4,110.42999999999999,2,-1.4062075541518417,0.3586874553613298
436,78,8,2053.65,1,-0.05013675086775227,-0.38549398956332603
437,51,8,2849.15,1,0.1892989306156885,-0.4738166871501102
438,25,10,3273.11,1,0.5554064131672214,-0.5626437560178663
439,16,8,3609.68,1,0.4626425343661747,-0.6254570705048647
440,9,9,1502.41,1,0.2993362430577573,-0.944282072041469
441,43,16,2733.2999999999997,1,0.9415233788458811,-0.3755465504976673
442,1,15,5978.42,1,1.4975140021456708,-0.25898454427209927
443,8,27,17289.48,0,4.105412470645676,1.603611731424931
444,41,6,1008.9300000000001,1,-0.1964761115254457,-0.8426933887686355
445,285,1,48.52,2,-1.9638837527929567,0.7023756940317873
446,132,7,1448.29,1,-0.4853169891747811,-0.09516267338624812
447,5,9,1262.24,1,0.28582046205839606,-1.0065028118923618
448,43,5,650.98,1,-0.346300126953284,-0.8987758482855515
449,221,2,89.98,2,-1.5574952916518947,0.2615053188811639
450,152,5,770.3000000000001,2,-0.8571634940210285,-0.0850881054738073
451,69,9,1486.69,1,0.006989077826562457,-0.5075522210547045
452,181,1,187.52,2,-1.4418577638939183,-0.039285564964549775
453,387,2,94.45,2,-2.359759861404968,1.476373675682592
454,6,24,10902.18,0,2.967599769250464,0.6476136702636573
455,140,4,308.95,2,-0.9534231668564079,-0.25776850132867457
456,114,6,1450.86,1,-0.48907938026866243,-0.24806215336372267
457,60,15,1854.81,1,0.6479253974767073,-0.3933475131707341
458,125,5,1141.5,1,-0.67578431201884,-0.23164289270766716
459,258,1,88.64,2,-1.8278058808267168,0.5103825842894338
460,1,24,18107.17,0,3.977633596024931,1.599872213513809
461,308,2,236.2,2,-1.9582726826433858,0.9179595453045737
462,267,1,69.7,2,-1.8739268523222095,0.5736163030156295
463,345,4,140.07999999999998,2,-1.9680331967634248,1.2185869502771003
464,9,27,16378.55,0,3.975934323172065,1.485908001316136
465,9,17,12234.12,0,2.497127493805238,0.7012551027170881
466,43,8,1282.35,1,0.013608249063816701,-0.7473669015159593
467,61,12,4225.61,1,0.6939640168568137,-0.12541566966738213
468,100,4,367.73,1,-0.7519162211497339,-0.5422929115396158
469,32,9,1707.67,1,0.21617985929583736,-0.7478714953903157
470,13,8,2884.83,1,0.3779719217166387,-0.7468818274971569
471,145,6,660.64,2,-0.7471390195299075,-0.1297556603927002
472,156,1,41.8,2,-1.3408813806497797,-0.2421542864578216
473,13,6,771.14,1,-0.0935877537478433,-1.0801424135967013
474,45,14,5956.43,1,1.1905216712351456,0.038262177907630514
475,1,26,9155.25,0,2.9350981000900758,0.41445829214322033
476,302,2,26.49,2,-1.9579474483813977,0.8452896420705841
477,109,2,325.14,2,-0.9836190076906741,-0.5254769869120828
478,361,2,86.84,2,-2.2350494361057938,1.2851447589597857
479,1,15,9727.26,0,2.0104636309821013,0.2555164855477059
480,333,2,226.7,2,-2.080487646725328,1.0995254505003698
481,16,16,5669.89,1,1.473922035757826,-0.17002021480031912
482,131,4,582.62,2,-0.8724477713381499,-0.2860423798573694
483,81,5,376.3,1,-0.5676752235833864,-0.6585117200187572
484,34,8,3377.5,1,0.34381473738224266,-0.52565589517462
485,215,2,134.26,2,-1.522416886748277,0.2236936962256817
486,325,3,141.25,2,-1.962313941140554,1.0508657535906842
487,50,8,2390.51,1,0.13138033051791415,-0.5440764805339984
488,358,1,95.1,2,-2.310582324552702,1.2427480167759144
489,217,3,269.65,2,-1.4223919241767453,0.27849056789518434
490,212,4,260.20000000000005,2,-1.3083290334428135,0.26220568367539904
491,355,1,25.87,2,-2.305545178093356,1.2113023373570742
492,21,9,1175.75,1,0.19660047372545467,-0.9013363203552246
493,4,27,19979.13,0,4.492780718187823,1.9434874820048544
494,153,2,111.85,2,-1.225613800055919,-0.23289879688302678
495,298,2,161.25,2,-1.9201619723680183,0.8345253183671766
496,312,3,99.17999999999999,2,-1.9051944860979668,0.9499997022282316
497,22,9,2658.77,1,0.39468385567240444,-0.690487820884437
498,52,16,3931.51,1,1.0619436949855667,-0.14526784493683045
499,13,11,3694.14,1,0.7622276310302137,-0.5710519096415392
500,20,16,5693.19,1,1.4577637346395838,-0.1375633054508668
501,3,19,5764.610000000001,1,1.8232770327061831,-0.18735482799004644
502,242,3,596.78,2,-1.4985461778642166,0.5062564927419232
503,269,2,172.95,2,-1.7782995703854347,0.6240021933953444
504,50,5,726.8800000000001,1,-0.36977103902857,-0.8371556060900398
505,36,16,3336.9,1,1.057969524005096,-0.34391035876626885
506,50,6,474.34,1,-0.3131529019167848,-0.8502288829260471
507,88,5,829.02,1,-0.5395862720373539,-0.5451756729191422
508,296,4,307.45,2,-1.7081385692654902,0.8831326319382672
509,294,3,122.97,2,-1.814880462215374,0.8215985147331174
510,354,1,66.6,2,-2.2951355336802823,1.2095774452389418
511,24,15,4589.11,1,1.1961743697911975,-0.2814171049967123
512,1,22,7806.49,0,2.385857138359137,0.14300678268244194
513,136,4,605.82,2,-0.8934563589295103,-0.24628440633614188
514,1,28,23359.76,0,5.061031296784615,2.4070960032643436
515,103,4,872.3499999999999,1,-0.6973794356997176,-0.4510931206160848
516,23,9,1838.7,1,0.2776379814556089,-0.7957216766936014
517,73,15,3089.63,1,0.7540086050696695,-0.12878519754585022
518,9,19,6274.7300000000005,0,1.8640565663187245,-0.07345583672664825
519,1,15,4667.74,1,1.3181751081082265,-0.438865843491117
520,348,3,146.25,2,-2.072871679100248,1.2197921014586102
521,1,26,7081.42,0,2.6513382360335,0.12984020476920424
522,1,24,10705.46,0,2.9648658072542995,0.5840413385157963
523,52,15,3735.62,1,0.9439673771941257,-0.19373832478344907
524,49,8,2373.98,1,0.13395515249333426,-0.5536598912785544
525,1,22,8052.38,0,2.4195019949640044,0.17675339716115865
526,7,23,17413.38,0,3.7625105506933294,1.5269573098798106
527,113,9,1907.79,1,-0.14820283283726474,-0.12790861657547578
528,243,4,438.71999999999997,2,-1.4338370504851847,0.5134646973268555
529,19,8,2588.77,1,0.30844273802586664,-0.7436251789904863
530,14,12,4471.83,1,0.9549743954339492,-0.4354188219850747
531,268,1,25.75,2,-1.8847770857721196,0.5748992735484127
532,63,13,2440.23,1,0.5311721457997697,-0.3342305133676969
533,10,30,11836.58,0,3.6231437080816074,0.9346284401485285
534,318,2,165.01,2,-2.016379567404236,0.9813371199180881
535,268,1,94.8,2,-1.8753290506809566,0.58437588394231
536,83,7,890.1099999999999,1,-0.32469856530310764,-0.5301934532933954
537,107,4,173.57,1,-0.8123391441840276,-0.5177364405675057
538,326,2,232.01999999999998,2,-2.0459034919258676,1.0490520627030089
539,67,5,537.66,1,-0.47788406316708504,-0.7387732715936641
540,7,15,6411.93,1,1.5278110742327378,-0.1555997184290698
541,2,20,8225.07,0,2.25594856127032,0.16459662879512804
542,312,1,159.4,2,-2.079300461851657,0.9150924557578987
543,88,8,983.0699999999999,1,-0.24498906343102692,-0.45927542525476367
544,189,2,157.37,2,-1.3935030778430126,0.03668087611837922
545,1,30,14164.19,0,3.98515744096617,1.1882428911265854
546,1,8,1422.6399999999999,1,0.23594132504130985,-1.0353342338267464
547,25,15,6920.25,1,1.5103050728318066,0.045829697258609574
548,9,22,6488.73,0,2.1668566670860248,0.02067211250346703
549,58,14,3781.92,1,0.830110027599219,-0.16508125757864442
550,280,1,124.59,2,-1.9292921609510572,0.6762418061557759
551,114,8,764.94,1,-0.40058724313250577,-0.29902768203403374
552,1,25,11914.869999999999,0,3.221520945112294,0.7716100684192242
553,92,4,323.11,1,-0.719328697704263,-0.6069349896363492
554,1,18,10880.42,0,2.441767955300693,0.47853731555309276
555,27,10,1230.1599999999999,1,0.2661986181721334,-0.8283942110506157
556,1,22,17405.33,0,3.699255793745946,1.4603777734624006
557,110,5,499.04,1,-0.6911423491335881,-0.4295376826449622
558,317,2,252.95,2,-1.9995102309324542,0.9860914570062682
559,333,1,25.24,2,-2.1992261014531596,1.0502905286567343
560,3,23,16969.96,0,3.7211842971048457,1.436841985487866
561,30,8,4422.25,1,0.5061131381256356,-0.4115307084892874
562,36,15,2093.18,1,0.7966197868136066,-0.536187886680046
563,1,11,1276.15,1,0.4894159780169617,-0.9906809157464646
564,24,15,2757.02,1,0.9454915224317648,-0.5328581352147442
565,257,4,364.05,2,-1.5117665141302634,0.6056238210240931
566,277,2,207.44,2,-1.8122731705213253,0.6872540026536973
567,229,3,416.82,2,-1.4602940589363358,0.3864660415646337
568,300,4,627.65,2,-1.6836723719251332,0.9563369073405519
569,363,2,447.85,2,-2.195326044457113,1.3493203332175954
570,31,9,2191.66,1,0.28724027900954724,-0.6887621757314913
571,27,6,1411.22,1,-0.07371876581567713,-0.8898890497975374
572,70,10,1530.44,1,0.09931164418818117,-0.4726470614575725
573,59,9,4304.15,1,0.4408650477403197,-0.19402420802957937
574,71,15,2086.0499999999997,1,0.6263630713713347,-0.2811488317718935
575,140,4,719.74,2,-0.8972152257253602,-0.20139056094186755
576,56,11,1788.1,1,0.29345233289948713,-0.5181061365041553
577,147,6,1366.74,2,-0.6601973450483603,-0.01821899300194362
578,49,14,4137.23,1,0.9222561339768912,-0.18215063976327323
579,49,14,1816.24,1,0.6046776406207953,-0.5006896398810349
580,1,12,5781.12,1,1.196998943898608,-0.3508205399384482
581,1,12,2617.89,1,0.764177683342206,-0.7849508555979329
582,66,13,3925.7400000000002,1,0.7199230245238032,-0.1084107026140455
583,43,12,1709.42,1,0.43673538801164113,-0.6024106423658414
584,1,18,14589.9,0,2.9493319988918203,0.9876364715842839
585,172,3,279.11,2,-1.203450361575035,-0.04937659590198921
586,221,1,22.87,2,-1.657850784547753,0.2307089575939382
587,280,4,292.71,2,-1.6327697698142063,0.7640730590083099
588,88,5,486.16,1,-0.5864994264378774,-0.5922307147678256
589,12,8,1608.02,1,0.20810402588335614,-0.92942950395092
590,1,10,2000.5800000000002,1,0.49736602742463937,-0.9128441678202885
591,214,1,135.72,2,-1.6085534188380421,0.1949932803781237
592,346,1,68.4,2,-2.256196413001911,1.1513061745931095
593,10,19,8415.07,0,2.1520803164933824,0.22760505295581923
594,22,10,2727.26,1,0.4952281724411927,-0.6595020646320617
595,46,10,2814.65,1,0.3911071634272082,-0.47195349992918073
596,4,29,20925.56,0,4.80462549951022,2.1165501209880997
597,290,3,138.8,2,-1.7933680464973167,0.7945119133447541
598,171,3,172.79,2,-1.2131614059404625,-0.07128303122682067
599,60,5,249.20000000000002,1,-0.4834975006787303,-0.829565828131345
600,1,16,8045.99,0,1.8715902231873356,0.046360405408690075
