order_id,customer_id,state,order_date,status,category,price,freight,total
826,153,CE,2023-12-11,delivered,家居家具,472.09,48.18,520.27
826,153,CE,2023-12-11,delivered,电子产品,753.13,124.95,878.08
827,153,CE,2024-06-14,delivered,厨具,540.45,70.81,611.26
828,153,CE,2023-05-18,delivered,运动休闲,323.25,56.56,379.81
828,153,CE,2023-05-18,delivered,电脑配件,529.8,75.19,604.99
828,153,CE,2023-05-18,delivered,家居家具,534.88,68.64,603.52
829,153,CE,2023-01-15,delivered,宠物用品,671.4,81.5,752.9
830,153,CE,2023-08-01,delivered,玩具,381.79,21.53,403.32000000000005
830,153,CE,2023-08-01,delivered,运动休闲,155.48,23.86,179.33999999999997
830,153,CE,2023-08-01,delivered,美妆健康,84.55,9.64,94.19
831,153,CE,2024-04-23,delivered,玩具,717.33,124.66,841.99
831,153,CE,2024-04-23,delivered,服饰,453.02,38.85,491.87
832,153,CE,2024-02-21,canceled,服饰,283.8,49.18,332.98
833,153,CE,2024-06-29,delivered,服饰,247.44,28.42,275.86
833,153,CE,2024-06-29,delivered,服饰,504.52,41.61,546.13
834,153,CE,2024-12-21,delivered,厨具,676.92,42.8,719.7199999999999
835,153,CE,2024-11-10,delivered,家居家具,614.19,115.99,730.1800000000001
835,153,CE,2024-11-10,delivered,美妆健康,40.09,4.17,44.260000000000005
836,153,CE,2024-08-07,delivered,电子产品,341.21,52.38,393.59
836,153,CE,2024-08-07,delivered,图书,628.05,73.12,701.17
837,153,CE,2024-05-25,delivered,玩具,96.17,6.14,102.31
837,153,CE,2024-05-25,delivered,服饰,608.26,93.67,701.93
838,153,CE,2024-05-10,delivered,玩具,132.89,16.0,148.89
839,153,CE,2023-07-22,delivered,运动休闲,255.68,46.03,301.71000000000004
839,153,CE,2023-07-22,delivered,服饰,30.61,3.36,33.97
840,153,CE,2024-11-08,delivered,美妆健康,604.37,100.13,704.5
840,153,CE,2024-11-08,delivered,宠物用品,770.62,71.83,842.45
841,153,CE,2024-04-01,delivered,厨具,180.21,13.15,193.36
842,153,CE,2024-10-25,delivered,美妆健康,735.84,72.55,808.39
842,153,CE,2024-10-25,delivered,家居家具,258.98,48.09,307.07000000000005
842,153,CE,2024-10-25,delivered,电脑配件,455.79,79.89,535.6800000000001
843,153,CE,2023-04-29,delivered,美妆健康,89.2,11.8,101.0
843,153,CE,2023-04-29,delivered,厨具,449.02,82.5,531.52
843,153,CE,2023-04-29,delivered,电子产品,729.39,102.91,832.3
844,153,CE,2023-06-30,delivered,运动休闲,68.79,7.74,76.53
844,153,CE,2023-06-30,delivered,电子产品,783.44,129.01,912.45
844,153,CE,2023-06-30,delivered,图书,456.57,73.8,530.37
845,153,CE,2024-08-28,delivered,厨具,389.91,50.52,440.43
845,153,CE,2024-08-28,delivered,家居家具,138.46,16.84,155.3
846,153,CE,2024-09-21,canceled,电脑配件,788.47,82.8,871.27
846,153,CE,2024-09-21,canceled,家居家具,49.2,9.51,58.71
846,153,CE,2024-09-21,canceled,玩具,77.33,11.95,89.28
847,153,CE,2023-03-04,delivered,家居家具,116.66,12.09,128.75
848,153,CE,2023-04-02,delivered,厨具,106.94,17.86,124.8
848,153,CE,2023-04-02,delivered,图书,677.95,51.3,729.25
849,153,CE,2024-11-25,delivered,厨具,142.54,11.77,154.31
849,153,CE,2024-11-25,delivered,运动休闲,191.68,15.22,206.9
849,153,CE,2024-11-25,delivered,服饰,38.9,2.34,41.239999999999995
850,154,RS,2024-12-03,delivered,家居家具,294.73,58.3,353.03000000000003
850,154,RS,2024-12-03,delivered,家居家具,753.81,104.69,858.5
851,155,PA,2023-05-22,delivered,图书,655.71,59.03,714.74
852,155,PA,2023-03-31,canceled,玩具,455.5,75.64,531.14
852,155,PA,2023-03-31,canceled,图书,141.23,26.35,167.57999999999998
852,155,PA,2023-03-31,canceled,家居家具,222.37,18.0,240.37
853,155,PA,2023-08-14,delivered,宠物用品,593.6,53.62,647.22
853,155,PA,2023-08-14,delivered,厨具,607.5,118.83,726.33
853,155,PA,2023-08-14,delivered,美妆健康,512.13,34.25,546.38
854,155,PA,2024-03-11,delivered,图书,729.63,104.62,834.25
854,155,PA,2024-03-11,delivered,厨具,152.73,19.04,171.76999999999998
855,155,PA,2023-05-15,delivered,运动休闲,74.87,13.14,88.01
855,155,PA,2023-05-15,delivered,运动休闲,44.39,5.82,50.21
856,155,PA,2023-07-11,delivered,运动休闲,593.24,89.33,682.57
856,155,PA,2023-07-11,delivered,玩具,501.97,64.09,566.0600000000001
856,155,PA,2023-07-11,delivered,图书,188.29,16.79,205.07999999999998
857,155,PA,2024-10-21,delivered,玩具,80.33,11.71,92.03999999999999
857,155,PA,2024-10-21,delivered,电子产品,539.82,27.58,567.4000000000001
858,155,PA,2024-01-12,delivered,电脑配件,67.75,6.29,74.04
858,155,PA,2024-01-12,delivered,运动休闲,662.79,36.4,699.1899999999999
859,155,PA,2024-09-20,delivered,图书,746.6,78.96,825.5600000000001
859,155,PA,2024-09-20,delivered,宠物用品,538.7,106.3,645.0
860,155,PA,2023-11-15,canceled,宠物用品,585.34,65.56,650.9000000000001
861,155,PA,2023-03-27,delivered,电脑配件,633.89,103.35,737.24
861,155,PA,2023-03-27,delivered,玩具,268.04,34.59,302.63
861,155,PA,2023-03-27,delivered,厨具,586.51,32.99,619.5
862,155,PA,2023-04-03,delivered,运动休闲,694.0,118.49,812.49
863,155,PA,2024-01-08,delivered,玩具,82.45,11.01,93.46000000000001
864,155,PA,2023-05-04,delivered,运动休闲,288.13,46.48,334.61
864,155,PA,2023-05-04,delivered,电子产品,606.58,82.71,689.2900000000001
864,155,PA,2023-05-04,delivered,玩具,501.35,54.18,555.53
865,155,PA,2024-12-20,delivered,运动休闲,685.49,134.22,819.71
865,155,PA,2024-12-20,delivered,服饰,557.52,43.1,600.62
865,155,PA,2024-12-20,delivered,电脑配件,479.43,93.1,572.53
866,155,PA,2024-10-28,delivered,服饰,297.97,49.31,347.28000000000003
866,155,PA,2024-10-28,delivered,电脑配件,393.14,35.51,428.65
866,155,PA,2024-10-28,delivered,美妆健康,766.93,75.87,842.8
867,155,PA,2023-05-15,delivered,电子产品,240.46,44.45,284.91
867,155,PA,2023-05-15,delivered,电脑配件,107.76,19.12,126.88000000000001
868,155,PA,2024-11-26,delivered,图书,783.16,155.75,938.91
869,155,PA,2023-10-18,canceled,宠物用品,411.88,21.54,433.42
870,155,PA,2023-09-03,delivered,运动休闲,416.69,78.54,495.23
871,155,PA,2023-05-20,delivered,美妆健康,647.45,114.3,761.75
872,155,PA,2024-06-09,delivered,玩具,56.32,10.88,67.2
873,155,PA,2023-08-05,delivered,玩具,93.65,13.76,107.41000000000001
874,155,PA,2023-05-27,delivered,服饰,331.86,64.65,396.51
874,155,PA,2023-05-27,delivered,家居家具,699.61,101.16,800.77
875,155,PA,2024-07-08,delivered,美妆健康,627.89,79.9,707.79
875,155,PA,2024-07-08,delivered,玩具,484.96,78.25,563.21
876,155,PA,2024-04-06,delivered,宠物用品,377.04,40.99,418.03000000000003
876,155,PA,2024-04-06,delivered,美妆健康,698.95,110.37,809.32
876,155,PA,2024-04-06,delivered,服饰,432.14,67.23,499.37
877,155,PA,2024-07-20,canceled,玩具,376.66,19.22,395.88
877,155,PA,2024-07-20,canceled,电子产品,631.62,96.01,727.63
877,155,PA,2024-07-20,canceled,运动休闲,600.5,66.98,667.48
878,155,PA,2023-10-02,delivered,运动休闲,592.58,62.62,655.2
878,155,PA,2023-10-02,delivered,家居家具,410.39,40.03,450.41999999999996
879,155,PA,2024-09-01,delivered,图书,646.9,63.39,710.29
879,155,PA,2024-09-01,delivered,服饰,389.51,54.55,444.06
879,155,PA,2024-09-01,delivered,电脑配件,293.2,35.06,328.26
880,155,PA,2024-08-03,delivered,图书,721.45,51.22,772.6700000000001
880,155,PA,2024-08-03,delivered,家居家具,176.48,17.83,194.31
881,155,PA,2023-06-24,delivered,运动休闲,533.28,44.71,577.99
881,155,PA,2023-06-24,delivered,电子产品,554.98,55.06,610.04
881,155,PA,2023-06-24,delivered,电子产品,668.68,54.44,723.1199999999999
882,155,PA,2024-07-25,delivered,家居家具,335.98,16.88,352.86
883,155,PA,2024-11-12,canceled,玩具,83.3,14.98,98.28
884,155,PA,2024-05-28,delivered,厨具,80.69,15.79,96.47999999999999
884,155,PA,2024-05-28,delivered,运动休闲,633.81,125.38,759.1899999999999
884,155,PA,2024-05-28,delivered,玩具,160.18,13.81,173.99
885,155,PA,2023-02-13,delivered,玩具,684.57,38.14,722.71
886,155,PA,2024-12-27,delivered,玩具,538.98,33.95,572.9300000000001
887,155,PA,2024-05-21,delivered,电子产品,642.79,64.59,707.38
887,155,PA,2024-05-21,delivered,服饰,49.48,6.56,56.04
887,155,PA,2024-05-21,delivered,运动休闲,415.47,68.37,483.84000000000003
888,155,PA,2023-07-15,delivered,家居家具,109.15,7.52,116.67
888,155,PA,2023-07-15,delivered,服饰,50.23,6.03,56.26
888,155,PA,2023-07-15,delivered,服饰,143.77,18.8,162.57000000000002
889,156,SC,2023-07-13,canceled,电子产品,561.78,28.87,590.65
889,156,SC,2023-07-13,canceled,运动休闲,301.82,38.59,340.40999999999997
889,156,SC,2023-07-13,canceled,运动休闲,345.41,68.07,413.48
890,156,SC,2024-08-13,delivered,玩具,446.89,50.09,496.98
891,156,SC,2023-11-09,delivered,运动休闲,188.1,28.55,216.65
891,156,SC,2023-11-09,delivered,电脑配件,679.56,46.77,726.3299999999999
892,156,SC,2024-03-09,delivered,运动休闲,735.3,114.5,849.8
892,156,SC,2024-03-09,delivered,电子产品,529.46,53.95,583.4100000000001
893,156,SC,2023-05-01,delivered,美妆健康,133.86,17.78,151.64000000000001
893,156,SC,2023-05-01,delivered,玩具,607.27,42.56,649.8299999999999
894,156,SC,2024-12-29,delivered,玩具,747.08,67.09,814.1700000000001
895,156,SC,2024-09-06,delivered,电子产品,799.61,76.47,876.08
895,156,SC,2024-09-06,delivered,玩具,729.51,46.24,775.75
896,156,SC,2024-09-04,canceled,电子产品,436.66,26.69,463.35
896,156,SC,2024-09-04,canceled,运动休闲,583.89,36.45,620.34
896,156,SC,2024-09-04,canceled,厨具,720.71,100.02,820.73
897,157,PR,2023-11-13,delivered,电脑配件,701.18,50.08,751.26
898,157,PR,2023-11-18,delivered,服饰,593.82,99.54,693.36
898,157,PR,2023-11-18,delivered,服饰,346.54,18.51,365.05
899,157,PR,2023-05-16,delivered,电脑配件,430.26,55.42,485.68
899,157,PR,2023-05-16,delivered,电子产品,425.61,33.52,459.13
900,157,PR,2023-07-10,canceled,玩具,576.84,97.81,674.6500000000001
900,157,PR,2023-07-10,canceled,玩具,490.15,30.27,520.42
900,157,PR,2023-07-10,canceled,玩具,449.98,87.33,537.3100000000001
901,157,PR,2024-09-06,delivered,宠物用品,747.95,65.67,813.62
901,157,PR,2024-09-06,delivered,电子产品,491.22,43.47,534.69
901,157,PR,2024-09-06,delivered,玩具,253.56,33.69,287.25
902,157,PR,2023-03-03,delivered,电脑配件,331.34,41.71,373.04999999999995
903,157,PR,2024-08-20,delivered,家居家具,575.17,45.98,621.15
903,157,PR,2024-08-20,delivered,服饰,200.15,27.03,227.18
904,157,PR,2024-12-14,delivered,厨具,97.69,10.02,107.71
905,157,PR,2024-12-10,delivered,宠物用品,676.67,36.73,713.4
905,157,PR,2024-12-10,delivered,玩具,629.06,92.61,721.67
905,157,PR,2024-12-10,delivered,服饰,269.18,13.86,283.04
906,157,PR,2023-01-14,delivered,运动休闲,159.7,21.59,181.29
906,157,PR,2023-01-14,delivered,宠物用品,217.38,37.6,254.98
906,157,PR,2023-01-14,delivered,家居家具,544.77,63.22,607.99
907,157,PR,2023-12-25,delivered,厨具,464.63,77.71,542.34
908,157,PR,2024-11-29,delivered,运动休闲,573.56,100.06,673.6199999999999
908,157,PR,2024-11-29,delivered,玩具,695.55,86.17,781.7199999999999
909,157,PR,2023-01-06,delivered,玩具,516.63,52.11,568.74
910,157,PR,2023-12-26,delivered,运动休闲,766.74,148.26,915.0
910,157,PR,2023-12-26,delivered,厨具,674.81,70.05,744.8599999999999
911,157,PR,2024-12-10,delivered,美妆健康,284.92,15.8,300.72
911,157,PR,2024-12-10,delivered,宠物用品,122.21,14.53,136.73999999999998
912,157,PR,2023-03-10,delivered,电子产品,685.73,71.52,757.25
912,157,PR,2023-03-10,delivered,美妆健康,220.76,30.61,251.37
912,157,PR,2023-03-10,delivered,运动休闲,516.8,97.58,614.38
913,157,PR,2023-01-16,delivered,电子产品,611.88,61.15,673.03
914,157,PR,2024-07-13,delivered,玩具,795.36,80.35,875.71
914,157,PR,2024-07-13,delivered,电子产品,652.25,110.35,762.6
915,157,PR,2024-02-19,delivered,电脑配件,660.55,100.38,760.93
915,157,PR,2024-02-19,delivered,图书,373.64,72.25,445.89
916,157,PR,2024-12-01,delivered,电脑配件,563.5,58.36,621.86
917,157,PR,2024-05-14,delivered,玩具,233.03,24.49,257.52
917,157,PR,2024-05-14,delivered,图书,128.16,11.53,139.69
918,157,PR,2024-09-15,delivered,运动休闲,88.57,13.45,102.02
919,157,PR,2023-11-04,delivered,玩具,613.51,69.45,682.96
920,157,PR,2023-06-28,delivered,电脑配件,474.89,30.44,505.33
920,157,PR,2023-06-28,delivered,电子产品,71.48,13.5,84.98
920,157,PR,2023-06-28,delivered,家居家具,650.25,34.91,685.16
921,157,PR,2023-05-31,delivered,玩具,256.45,30.76,287.21
921,157,PR,2023-05-31,delivered,图书,683.93,54.53,738.4599999999999
922,157,PR,2023-02-25,delivered,电子产品,102.77,14.66,117.42999999999999
923,157,PR,2023-06-25,canceled,家居家具,216.66,17.18,233.84
924,157,PR,2024-12-03,delivered,电脑配件,234.07,23.69,257.76
924,157,PR,2024-12-03,delivered,图书,740.19,140.64,880.83
925,157,PR,2024-06-16,delivered,运动休闲,67.11,6.95,74.06
926,157,PR,2023-05-31,delivered,玩具,117.27,15.7,132.97
926,157,PR,2023-05-31,delivered,厨具,371.45,37.55,409.0
927,157,PR,2023-11-22,delivered,服饰,372.01,42.71,414.71999999999997
927,157,PR,2023-11-22,delivered,宠物用品,282.12,16.72,298.84000000000003
928,157,PR,2023-12-08,delivered,玩具,26.14,3.99,30.130000000000003
929,157,PR,2024-09-05,delivered,家居家具,270.39,44.35,314.74
929,157,PR,2024-09-05,delivered,电子产品,401.89,27.94,429.83
929,157,PR,2024-09-05,delivered,电脑配件,527.89,78.44,606.3299999999999
930,157,PR,2023-05-30,delivered,服饰,512.09,80.72,592.8100000000001
931,157,PR,2024-07-11,delivered,服饰,120.83,6.37,127.2
932,157,PR,2024-04-08,delivered,玩具,22.8,1.26,24.060000000000002
932,157,PR,2024-04-08,delivered,美妆健康,710.83,42.94,753.77
932,157,PR,2024-04-08,delivered,运动休闲,452.05,45.25,497.3
933,157,PR,2023-08-14,delivered,玩具,110.81,19.21,130.02
933,157,PR,2023-08-14,delivered,电子产品,229.02,25.72,254.74
933,157,PR,2023-08-14,delivered,家居家具,609.12,66.17,675.29
934,157,PR,2024-03-15,delivered,服饰,587.44,32.28,619.72
934,157,PR,2024-03-15,delivered,家居家具,466.13,72.65,538.78
935,157,PR,2023-10-29,delivered,玩具,147.49,21.49,168.98000000000002
936,157,PR,2023-12-05,delivered,服饰,501.3,60.49,561.79
936,157,PR,2023-12-05,delivered,家居家具,783.22,98.26,881.48
937,157,PR,2024-08-04,delivered,家居家具,516.6,89.2,605.8000000000001
937,157,PR,2024-08-04,delivered,美妆健康,784.42,108.3,892.7199999999999
938,157,PR,2024-01-24,canceled,玩具,283.07,41.73,324.8
939,157,PR,2023-06-21,delivered,美妆健康,556.72,71.08,627.8000000000001
939,157,PR,2023-06-21,delivered,家居家具,235.79,35.48,271.27
939,157,PR,2023-06-21,delivered,运动休闲,532.2,65.23,597.4300000000001
940,157,PR,2024-08-24,delivered,运动休闲,199.38,29.41,228.79
940,157,PR,2024-08-24,delivered,宠物用品,406.93,30.39,437.32
940,157,PR,2024-08-24,delivered,玩具,374.63,46.7,421.33
941,157,PR,2023-11-30,delivered,图书,278.37,26.17,304.54
942,157,PR,2023-12-10,delivered,厨具,470.91,49.87,520.78
942,157,PR,2023-12-10,delivered,玩具,786.5,54.56,841.06
943,157,PR,2023-08-08,delivered,玩具,546.01,99.83,645.84
943,157,PR,2023-08-08,delivered,厨具,548.66,29.0,577.66
944,157,PR,2024-01-06,delivered,服饰,303.56,48.3,351.86
944,157,PR,2024-01-06,delivered,图书,782.48,88.48,870.96
945,157,PR,2024-06-03,delivered,运动休闲,710.34,50.45,760.7900000000001
946,157,PR,2023-06-14,delivered,服饰,693.31,111.62,804.93
947,157,PR,2023-10-10,delivered,电子产品,22.23,3.56,25.79
947,157,PR,2023-10-10,delivered,家居家具,504.02,52.87,556.89
948,157,PR,2023-11-06,delivered,电脑配件,175.22,27.58,202.8
948,157,PR,2023-11-06,delivered,玩具,365.06,35.27,400.33
949,157,PR,2024-07-31,delivered,宠物用品,332.38,37.66,370.03999999999996
950,157,PR,2024-09-22,delivered,服饰,736.94,142.23,879.1700000000001
950,157,PR,2024-09-22,delivered,图书,767.86,59.18,827.04
950,157,PR,2024-09-22,delivered,家居家具,430.97,44.52,475.49
951,157,PR,2023-01-01,delivered,美妆健康,32.27,3.36,35.63
951,157,PR,2023-01-01,delivered,电子产品,545.02,82.26,627.28
952,157,PR,2024-02-17,delivered,玩具,608.48,45.06,653.54
952,157,PR,2024-02-17,delivered,服饰,405.62,49.22,454.84000000000003
952,157,PR,2024-02-17,delivered,电子产品,549.88,101.26,651.14
953,157,PR,2024-02-09,delivered,图书,545.46,58.15,603.61
953,157,PR,2024-02-09,delivered,玩具,753.34,125.54,878.88
954,157,PR,2023-12-05,delivered,电脑配件,46.33,6.11,52.44
954,157,PR,2023-12-05,delivered,图书,70.05,12.87,82.92
954,157,PR,2023-12-05,delivered,电脑配件,187.01,19.49,206.5
955,157,PR,2023-12-18,canceled,运动休闲,502.58,39.81,542.39
955,157,PR,2023-12-18,canceled,服饰,704.24,111.41,815.65
956,157,PR,2023-08-01,delivered,电子产品,647.68,74.05,721.7299999999999
956,157,PR,2023-08-01,delivered,电子产品,509.0,99.99,608.99
957,157,PR,2024-11-21,delivered,服饰,485.96,65.34,551.3
957,157,PR,2024-11-21,delivered,厨具,274.89,38.43,313.32
958,157,PR,2023-07-11,delivered,厨具,600.27,39.47,639.74
958,157,PR,2023-07-11,delivered,服饰,23.73,4.37,28.1
958,157,PR,2023-07-11,delivered,厨具,79.26,6.62,85.88000000000001
959,157,PR,2024-08-29,delivered,家居家具,368.54,70.38,438.92
959,157,PR,2024-08-29,delivered,运动休闲,302.96,34.23,337.19
960,157,PR,2023-11-27,delivered,家居家具,67.29,13.35,80.64
961,157,PR,2024-09-15,delivered,电子产品,753.51,52.92,806.43
961,157,PR,2024-09-15,delivered,图书,724.55,121.84,846.39
961,157,PR,2024-09-15,delivered,服饰,215.54,38.32,253.85999999999999
962,157,PR,2024-06-02,delivered,电子产品,782.69,128.05,910.74
962,157,PR,2024-06-02,delivered,家居家具,468.67,36.41,505.08000000000004
962,157,PR,2024-06-02,delivered,服饰,60.65,9.59,70.24
963,157,PR,2024-05-10,delivered,厨具,312.93,17.13,330.06
963,157,PR,2024-05-10,delivered,厨具,450.19,61.68,511.87
963,157,PR,2024-05-10,delivered,图书,619.39,93.66,713.05
964,157,PR,2023-12-28,delivered,电脑配件,337.71,62.85,400.56
964,157,PR,2023-12-28,delivered,家居家具,485.19,24.96,510.15
964,157,PR,2023-12-28,delivered,美妆健康,144.23,28.74,172.97
965,157,PR,2024-09-13,delivered,厨具,172.21,11.37,183.58
966,157,PR,2024-09-17,delivered,图书,154.11,14.39,168.5
966,157,PR,2024-09-17,delivered,玩具,78.65,7.67,86.32000000000001
966,157,PR,2024-09-17,delivered,家居家具,437.27,40.97,478.24
967,157,PR,2023-12-29,delivered,玩具,269.73,27.06,296.79
968,157,PR,2023-09-22,delivered,玩具,339.42,19.81,359.23
969,157,PR,2023-04-06,delivered,运动休闲,475.67,60.24,535.91
969,157,PR,2023-04-06,delivered,运动休闲,750.5,149.03,899.53
969,157,PR,2023-04-06,delivered,电子产品,715.61,96.24,811.85
970,157,PR,2024-03-24,delivered,玩具,723.12,45.16,768.28
970,157,PR,2024-03-24,delivered,电脑配件,166.51,20.25,186.76
971,158,AM,2024-04-26,delivered,电子产品,521.66,44.82,566.48
971,158,AM,2024-04-26,delivered,电脑配件,548.66,45.64,594.3
971,158,AM,2024-04-26,delivered,服饰,456.98,86.55,543.53
972,159,SC,2023-12-12,delivered,运动休闲,507.68,62.7,570.38
972,159,SC,2023-12-12,delivered,服饰,327.59,25.98,353.57
972,159,SC,2023-12-12,delivered,家居家具,255.12,31.41,286.53000000000003
973,159,SC,2023-02-27,delivered,电脑配件,409.14,75.27,484.40999999999997
973,159,SC,2023-02-27,delivered,电子产品,215.7,30.13,245.82999999999998
974,159,SC,2023-02-24,delivered,电子产品,733.78,141.05,874.8299999999999
974,159,SC,2023-02-24,delivered,厨具,77.02,10.74,87.75999999999999
975,159,SC,2024-12-14,delivered,电脑配件,700.65,68.81,769.46
975,159,SC,2024-12-14,delivered,图书,690.95,43.66,734.61
976,159,SC,2024-11-05,delivered,服饰,369.34,21.36,390.7
976,159,SC,2024-11-05,delivered,家居家具,475.14,24.9,500.03999999999996
976,159,SC,2024-11-05,delivered,玩具,369.48,27.28,396.76
977,159,SC,2024-10-28,delivered,宠物用品,505.72,94.63,600.35
977,159,SC,2024-10-28,delivered,家居家具,79.36,14.91,94.27
977,159,SC,2024-10-28,delivered,图书,516.21,42.81,559.02
978,159,SC,2023-02-01,delivered,电子产品,375.17,44.9,420.07
978,159,SC,2023-02-01,delivered,电子产品,690.77,112.78,803.55
978,159,SC,2023-02-01,delivered,电子产品,91.31,5.34,96.65
979,159,SC,2023-05-30,delivered,玩具,109.95,13.99,123.94
979,159,SC,2023-05-30,delivered,美妆健康,505.91,95.46,601.37
980,159,SC,2024-12-11,delivered,服饰,488.07,64.94,553.01
980,159,SC,2024-12-11,delivered,图书,719.72,127.65,847.37
981,159,SC,2024-01-06,delivered,玩具,219.08,11.99,231.07000000000002
981,159,SC,2024-01-06,delivered,服饰,420.75,80.28,501.03
982,159,SC,2023-06-17,delivered,玩具,85.72,10.95,96.67
983,159,SC,2024-08-14,delivered,家居家具,230.68,13.18,243.86
983,159,SC,2024-08-14,delivered,美妆健康,78.55,13.21,91.75999999999999
984,159,SC,2024-05-07,delivered,美妆健康,455.27,87.22,542.49
985,159,SC,2024-12-01,delivered,美妆健康,369.49,68.92,438.41
986,159,SC,2024-10-22,delivered,宠物用品,330.72,31.71,362.43
987,159,SC,2024-10-18,delivered,宠物用品,796.5,127.52,924.02
987,159,SC,2024-10-18,delivered,服饰,36.23,6.78,43.01
988,159,SC,2024-11-28,delivered,美妆健康,55.89,10.93,66.82
988,159,SC,2024-11-28,delivered,电子产品,556.18,81.82,638.0
988,159,SC,2024-11-28,delivered,运动休闲,507.87,87.98,595.85
989,159,SC,2023-05-11,delivered,电子产品,151.4,22.13,173.53
990,159,SC,2023-10-20,delivered,电子产品,483.84,57.27,541.11
990,159,SC,2023-10-20,delivered,玩具,257.02,47.24,304.26
991,159,SC,2024-07-30,delivered,运动休闲,444.97,79.82,524.79
992,159,SC,2024-11-27,canceled,图书,137.43,26.87,164.3
992,159,SC,2024-11-27,canceled,玩具,322.2,55.87,378.07
993,159,SC,2024-10-18,delivered,图书,110.26,16.82,127.08000000000001
993,159,SC,2024-10-18,delivered,美妆健康,711.49,95.86,807.35
993,159,SC,2024-10-18,delivered,服饰,55.61,3.76,59.37
994,159,SC,2024-06-15,delivered,图书,148.91,27.74,176.65
994,159,SC,2024-06-15,delivered,家居家具,532.37,105.05,637.42
994,159,SC,2024-06-15,delivered,电子产品,389.05,67.57,456.62
995,159,SC,2024-12-04,delivered,玩具,339.06,23.52,362.58
995,159,SC,2024-12-04,delivered,厨具,149.92,17.76,167.67999999999998
995,159,SC,2024-12-04,delivered,服饰,448.48,59.02,507.5
996,159,SC,2023-11-08,canceled,美妆健康,103.59,14.99,118.58
996,159,SC,2023-11-08,canceled,厨具,172.77,28.4,201.17000000000002
997,159,SC,2024-03-11,delivered,玩具,329.14,59.33,388.46999999999997
997,159,SC,2024-03-11,delivered,图书,210.11,21.04,231.15
997,159,SC,2024-03-11,delivered,玩具,479.73,61.78,541.51
998,159,SC,2024-11-19,delivered,服饰,374.96,35.16,410.12
998,159,SC,2024-11-19,delivered,宠物用品,404.48,45.88,450.36
998,159,SC,2024-11-19,delivered,服饰,612.54,48.73,661.27
999,159,SC,2023-10-29,canceled,图书,426.41,69.46,495.87
999,159,SC,2023-10-29,canceled,家居家具,171.87,16.88,188.75
1000,159,SC,2024-07-29,delivered,家居家具,544.61,37.88,582.49
1001,159,SC,2024-11-17,canceled,服饰,796.73,88.44,885.1700000000001
1002,159,SC,2024-04-08,delivered,图书,77.05,8.68,85.72999999999999
1003,159,SC,2023-11-11,delivered,电脑配件,640.12,56.6,696.72
1004,159,SC,2023-05-26,delivered,玩具,559.11,66.64,625.75
1005,159,SC,2024-03-19,delivered,服饰,267.22,43.64,310.86
1005,159,SC,2024-03-19,delivered,玩具,382.32,68.68,451.0
1005,159,SC,2024-03-19,delivered,服饰,616.44,95.62,712.0600000000001
1006,159,SC,2024-04-15,delivered,美妆健康,557.89,95.41,653.3
1007,159,SC,2023-09-14,delivered,玩具,87.23,13.99,101.22
1007,159,SC,2023-09-14,delivered,厨具,629.9,66.51,696.41
1007,159,SC,2023-09-14,delivered,运动休闲,277.19,24.74,301.93
1008,159,SC,2024-11-22,delivered,服饰,426.24,30.59,456.83
1009,159,SC,2023-06-18,delivered,美妆健康,398.89,58.33,457.21999999999997
1009,159,SC,2023-06-18,delivered,家居家具,445.73,67.97,513.7
1009,159,SC,2023-06-18,delivered,服饰,389.36,74.42,463.78000000000003
1010,159,SC,2024-09-04,delivered,电脑配件,484.9,51.71,536.61
1011,159,SC,2024-06-24,delivered,玩具,330.88,65.58,396.46
1011,159,SC,2024-06-24,delivered,服饰,315.18,52.32,367.5
1011,159,SC,2024-06-24,delivered,厨具,439.57,42.39,481.96
1012,160,BA,2024-05-07,delivered,电脑配件,317.62,35.22,352.84000000000003
1012,160,BA,2024-05-07,delivered,玩具,366.84,23.78,390.62
1013,161,MG,2024-04-23,delivered,玩具,132.26,7.88,140.14
1013,161,MG,2024-04-23,delivered,服饰,195.32,10.13,205.45
1014,162,RJ,2024-05-09,canceled,电脑配件,244.12,44.47,288.59000000000003
1015,163,MG,2023-09-06,delivered,家居家具,161.16,23.74,184.9
1015,163,MG,2023-09-06,delivered,电脑配件,412.91,35.33,448.24
1015,163,MG,2023-09-06,delivered,服饰,225.21,35.17,260.38
1016,164,MG,2023-06-25,delivered,家居家具,385.82,21.37,407.19
1017,165,BA,2024-07-17,delivered,宠物用品,649.58,125.62,775.2
1018,166,AM,2024-09-29,delivered,电子产品,175.89,31.97,207.85999999999999
1019,167,BA,2024-08-21,delivered,玩具,587.08,50.34,637.4200000000001
1019,167,BA,2024-08-21,delivered,电子产品,145.32,14.75,160.07
1019,167,BA,2024-08-21,delivered,玩具,587.29,87.09,674.38
1020,168,SP,2024-01-20,delivered,玩具,75.1,9.3,84.39999999999999
1020,168,SP,2024-01-20,delivered,运动休闲,229.9,36.45,266.35
1021,169,PE,2024-11-23,delivered,图书,219.98,34.69,254.67
1021,169,PE,2024-11-23,delivered,电子产品,365.72,65.38,431.1
1022,170,DF,2024-08-17,delivered,家居家具,21.94,2.42,24.36
1022,170,DF,2024-08-17,delivered,图书,362.51,20.29,382.8
1022,170,DF,2024-08-17,delivered,运动休闲,136.8,18.75,155.55
